ID,Prob1
620, 0.51
621, 0.52
622, 0.30
623, 0.35
624, 0.23
625, 0.22
626, 0.23
627, 0.34
628, 0.45
629, 0.66
630, 0.63
631, 0.67
632, 0.26
633, 0.12
634, 0.22
635, 0.57
636, 0.51
637, 0.17
638, 0.75
639, 0.52
640, 0.12
641, 0.52
642, 0.54
643, 0.53
644, 0.54
645, 0.07
646, 0.22
647, 0.15
648, 0.14
649, 0.14
650, 0.32
651, 0.23
652, 0.94
653, 0.06
654, 0.19
655, 0.35
656, 0.34
657, 0.83
658, 0.42
659, 0.24
660, 0.92
661, 0.22
662, 0.17
663, 0.07
664, 0.79
665, 0.12
666, 0.18
667, 0.19
668, 0.88
669, 0.14
670, 0.03
671, 0.13
672, 0.18
673, 0.06
674, 0.16
675, 0.51
676, 0.14
677, 0.37
678, 0.26
679, 0.16
680, 0.81
681, 0.31
682, 0.23
683, 0.84
684, 0.19
685, 0.18
686, 0.17
687, 0.11
688, 0.03
689, 0.32
690, 0.50
691, 0.13
692, 0.80
693, 0.58
694, 0.48
695, 0.48
696, 0.20
697, 0.10
698, 0.03
699, 0.19
700, 0.28
701, 0.24
702, 0.26
703, 0.40
704, 0.61
705, 0.12
706, 0.06
707, 0.10
708, 0.12
709, 0.10
710, 0.18
711, 0.98
712, 0.17
713, 0.10
714, 0.30
715, 0.35
716, 0.85
717, 0.35
718, 0.67
719, 0.08
720, 0.57
721, 0.83
722, 0.51
723, 0.50
724, 0.21
725, 0.67
726, 0.27
727, 0.78
728, 0.39
729, 0.19
730, 0.10
731, 0.18
732, 0.24
733, 0.13
734, 0.15
735, 0.42
736, 0.12
737, 0.18
738, 0.86
739, 0.43
740, 0.76
741, 0.89
742, 0.39
743, 0.14
744, 0.59
745, 0.60
746, 0.68
747, 0.48
748, 0.09
749, 0.17
750, 0.12
751, 0.41
752, 0.36
753, 0.05
754, 0.21
755, 0.77
756, 0.43
757, 0.14
758, 0.03
759, 0.32
760, 0.09
761, 0.23
762, 0.60
763, 0.22
764, 0.25
765, 0.25
766, 0.16
767, 0.10
768, 0.25
769, 0.83
770, 0.40
771, 0.13
772, 0.25
773, 0.07
774, 0.46
775, 0.08
776, 0.08
777, 0.01
778, 0.13
779, 0.05
780, 0.95
781, 0.04
782, 0.07
783, 0.28
784, 0.23
785, 0.18
786, 0.37
787, 0.57
788, 0.84
789, 0.26
790, 0.25
791, 0.36
792, 0.39
793, 0.64
794, 0.93
795, 0.41
796, 0.34
797, 0.95
798, 0.74
799, 0.41
800, 0.78
801, 0.19
802, 0.34
803, 0.21
804, 0.37
805, 0.86
806, 0.33
807, 0.26
808, 0.06
809, 0.53
810, 0.39
811, 0.86
812, 0.21
813, 0.38
814, 0.37
815, 0.06
816, 0.32
817, 0.50
818, 0.21
819, 0.33
820, 0.29
821, 0.37
822, 0.21
823, 0.34
824, 0.47
825, 0.18
826, 0.89
827, 0.09
828, 0.27
829, 0.58
830, 0.35
831, 0.20
832, 0.22
833, 0.41
834, 0.21
835, 0.92
836, 0.56
837, 0.20
838, 0.51
839, 0.02
840, 0.47
841, 0.19
842, 0.10
843, 0.44
844, 0.64
845, 0.27
846, 0.43
847, 0.51
848, 0.29
849, 0.73
850, 0.31
851, 0.75
852, 0.24
853, 0.45
854, 0.12
855, 0.28
856, 0.53
857, 0.44
858, 0.02
859, 0.26
860, 0.01
861, 0.02
862, 0.27
863, 0.25
864, 0.65
865, 0.71
866, 0.08
867, 0.49
868, 0.20
869, 0.18
870, 0.75
871, 0.20
872, 0.28
873, 0.44
874, 0.27
875, 0.44
876, 0.41
877, 0.29
878, 0.56
879, 0.21
880, 0.08
881, 0.20
882, 0.01
883, 0.63
884, 0.41
885, 0.17
886, 0.22
887, 0.69
888, 0.17
889, 0.96
890, 0.19
891, 0.22
892, 0.64
893, 0.43
894, 0.29
895, 0.43
896, 0.22
897, 0.33
898, 0.64
899, 0.14
900, 0.77
901, 0.81
902, 0.49
903, 0.39
904, 0.71
905, 0.85
906, 0.43
907, 0.79
908, 0.95
909, 0.52
910, 0.35
911, 0.15
912, 0.06
913, 0.43
914, 0.01
915, 0.50
916, 0.38
917, 0.27
918, 0.15
919, 0.07
920, 0.74
921, 0.74
922, 0.08
923, 0.47
924, 0.73
925, 0.06
926, 0.19
927, 0.29
928, 0.57
929, 0.34
930, 0.31
931, 0.05
932, 0.12
933, 0.55
934, 0.07
935, 0.17
936, 0.14
937, 0.71
938, 0.32
939, 0.64
940, 0.13
941, 0.11
942, 0.78
943, 0.11
944, 0.31
945, 0.08
946, 0.46
947, 0.09
948, 0.42
949, 0.15
950, 0.50
951, 0.65
952, 0.11
953, 0.91
954, 0.22
955, 0.40
956, 0.25
957, 0.02
958, 0.50
959, 0.68
960, 0.41
961, 0.49
962, 0.08
963, 0.28
964, 0.14
965, 0.10
966, 0.81
967, 0.65
968, 0.05
969, 0.22
970, 0.41
971, 0.73
972, 0.45
973, 0.30
974, 0.69
975, 0.64
976, 0.03
977, 0.18
978, 0.11
979, 0.10
980, 0.52
981, 0.63
982, 0.50
983, 0.12
984, 0.41
985, 0.02
986, 0.16
987, 0.36
988, 0.04
989, 0.28
990, 0.15
991, 0.55
992, 0.15
993, 0.35
994, 0.05
995, 0.42
996, 0.61
997, 0.37
998, 0.66
999, 0.04
1000, 0.03
1001, 0.81
1002, 0.43
1003, 0.54
1004, 0.64
1005, 0.22
1006, 0.36
1007, 0.80
1008, 0.06
1009, 0.85
1010, 0.16
1011, 0.75
1012, 0.19
1013, 0.81
1014, 0.66
1015, 0.28
1016, 0.65
1017, 0.94
1018, 0.30
1019, 0.07
1020, 0.28
1021, 0.63
1022, 0.48
1023, 0.96
1024, 0.10
1025, 0.43
1026, 0.35
1027, 0.89
1028, 0.46
1029, 0.69
1030, 0.19
1031, 0.38
1032, 0.17
1033, 0.26
1034, 0.17
1035, 0.58
1036, 0.23
1037, 0.20
1038, 0.50
1039, 0.24
1040, 0.22
1041, 0.46
1042, 0.46
1043, 0.46
1044, 0.87
1045, 0.28
1046, 0.31
1047, 0.04
1048, 0.77
1049, 0.57
1050, 0.03
1051, 0.40
1052, 0.27
1053, 0.17
1054, 0.25
1055, 0.14
1056, 0.17
1057, 0.07
1058, 0.29
1059, 0.21
1060, 0.31
1061, 0.09
1062, 0.13
1063, 0.57
1064, 0.08
1065, 0.34
1066, 0.23
1067, 0.41
1068, 0.15
1069, 0.18
1070, 0.92
1071, 0.15
1072, 0.14
1073, 0.43
1074, 0.28
1075, 0.20
1076, 0.26
1077, 0.19
1078, 0.04
1079, 0.60
1080, 0.33
1081, 0.55
1082, 0.37
1083, 0.16
1084, 0.27
1085, 0.25
1086, 0.05
1087, 0.38
1088, 0.52
1089, 0.57
1090, 0.09
1091, 0.02
1092, 0.45
1093, 0.18
1094, 0.05
1095, 0.35
1096, 0.31
1097, 0.26
1098, 0.13
1099, 0.13
1100, 0.56
1101, 0.24
1102, 0.28
1103, 0.80
1104, 0.35
1105, 0.32
1106, 0.57
1107, 0.11
1108, 0.54
1109, 0.23
1110, 0.58
1111, 0.19
1112, 0.79
1113, 0.12
1114, 0.07
1115, 0.38
1116, 0.35
1117, 0.27
1118, 0.07
1119, 0.31
1120, 0.73
1121, 0.43
1122, 0.24
1123, 0.09
1124, 0.48
1125, 0.31
1126, 0.51
1127, 0.27
1128, 0.29
1129, 0.43
1130, 0.69
1131, 0.22
1132, 0.62
1133, 0.51
1134, 0.67
1135, 0.59
1136, 0.85
1137, 0.20
1138, 0.25
1139, 0.62
1140, 0.59
1141, 0.15
1142, 0.46
1143, 0.13
1144, 0.78
1145, 0.18
1146, 0.04
1147, 0.01
1148, 0.10
1149, 0.59
1150, 0.14
1151, 0.04
1152, 0.22
1153, 0.14
1154, 0.07
1155, 0.20
1156, 0.16
1157, 0.27
1158, 0.37
1159, 0.37
1160, 0.30
1161, 0.05
1162, 0.04
1163, 0.52
1164, 0.14
1165, 0.75
1166, 0.34
1167, 0.08
1168, 0.11
1169, 0.33
1170, 0.19
1171, 0.66
1172, 0.35
1173, 0.75
1174, 0.45
1175, 0.46
1176, 0.92
1177, 0.59
1178, 0.37
1179, 0.29
1180, 0.13
1181, 0.07
1182, 0.16
1183, 0.32
1184, 0.51
1185, 0.64
1186, 0.39
1187, 0.19
1188, 0.38
1189, 0.40
1190, 0.27
1191, 0.42
1192, 0.25
1193, 0.38
1194, 0.39
1195, 0.23
1196, 0.06
1197, 0.11
1198, 0.68
1199, 0.34
1200, 0.44
1201, 0.44
1202, 0.85
1203, 0.48
1204, 0.14
1205, 0.28
1206, 0.52
1207, 0.52
1208, 0.12
1209, 0.97
1210, 0.57
1211, 0.15
1212, 0.62
1213, 0.28
1214, 0.44
1215, 0.75
1216, 0.27
1217, 0.10
1218, 0.43
1219, 0.64
1220, 0.22
1221, 0.30
1222, 0.42
1223, 0.27
1224, 0.11
1225, 0.16
1226, 0.33
1227, 0.22
1228, 0.28
1229, 0.40
1230, 0.44
1231, 0.50
1232, 0.11
1233, 0.58
1234, 0.14
1235, 0.07
1236, 0.12
1237, 0.34
1238, 0.04
1239, 0.77
1240, 0.23
1241, 0.17
1242, 0.92
1243, 0.18
1244, 0.23
1245, 0.54
1246, 0.29
1247, 0.83
1248, 0.57
1249, 0.25
1250, 0.51
1251, 0.27
1252, 0.44
1253, 0.19
1254, 0.44
1255, 0.27
1256, 0.59
1257, 0.08
1258, 0.19
1259, 0.09
1260, 0.17
1261, 0.14
1262, 0.43
1263, 0.07
1264, 0.02
1265, 0.01
1266, 0.35
1267, 0.14
1268, 0.16
1269, 0.06
1270, 0.27
1271, 0.28
1272, 0.19
1273, 0.47
1274, 0.09
1275, 0.37
1276, 0.21
1277, 0.02
1278, 0.76
1279, 0.13
1280, 0.47
1281, 0.06
1282, 0.21
1283, 0.48
1284, 0.29
1285, 0.48
1286, 0.31
1287, 0.35
1288, 0.07
1289, 0.17
1290, 0.35
1291, 0.15
1292, 0.13
1293, 0.13
1294, 0.71
1295, 0.52
1296, 0.16
1297, 0.20
1298, 0.19
1299, 0.10
1300, 0.05
1301, 0.25
1302, 0.47
1303, 0.15
1304, 0.10
1305, 0.32
1306, 0.07
1307, 0.55
1308, 0.05
1309, 0.29
1310, 0.78
1311, 0.08
1312, 0.64
1313, 0.38
1314, 0.19
1315, 0.09
1316, 0.11
1317, 0.26
1318, 0.32
1319, 0.19
1320, 0.38
1321, 0.47
1322, 0.58
1323, 0.16
1324, 0.79
1325, 0.57
1326, 0.12
1327, 0.71
1328, 0.25
1329, 0.19
1330, 0.18
1331, 0.13
1332, 0.29
1333, 0.06
1334, 0.29
1335, 0.09
1336, 0.11
1337, 0.12
1338, 0.16
1339, 0.39
1340, 0.58
1341, 0.69
1342, 0.85
1343, 0.78
1344, 0.58
1345, 0.27
1346, 0.16
1347, 0.64
1348, 0.27
1349, 0.31
1350, 0.05
1351, 0.20
1352, 0.03
1353, 0.28
1354, 0.34
1355, 0.30
1356, 0.22
1357, 0.24
1358, 0.30
1359, 0.10
1360, 0.76
1361, 0.44
1362, 0.20
1363, 0.21
1364, 0.17
1365, 0.63
1366, 0.75
1367, 0.51
1368, 0.26
1369, 0.43
1370, 0.32
1371, 0.40
1372, 0.49
1373, 0.32
1374, 0.22
1375, 0.33
1376, 0.44
1377, 0.03
1378, 0.24
1379, 0.97
1380, 0.15
1381, 0.93
1382, 0.36
1383, 0.68
1384, 0.15
1385, 0.37
1386, 0.48
1387, 0.39
1388, 0.34
1389, 0.33
1390, 0.33
1391, 0.56
1392, 0.26
1393, 0.46
1394, 0.14
1395, 0.07
1396, 0.53
1397, 0.49
1398, 0.07
1399, 0.77
1400, 0.25
1401, 0.18
1402, 0.21
1403, 0.35
1404, 0.89
1405, 0.06
1406, 0.22
1407, 0.43
1408, 0.38
1409, 0.01
1410, 0.10
1411, 0.26
1412, 0.13
1413, 0.06
1414, 0.06
1415, 0.27
1416, 0.22
1417, 0.47
1418, 0.06
1419, 0.23
1420, 0.16
1421, 0.31
1422, 0.41
1423, 0.13
1424, 0.54
1425, 0.24
1426, 0.45
1427, 0.12
1428, 0.10
1429, 0.19
1430, 0.29
1431, 0.05
1432, 0.31
1433, 0.22
1434, 0.27
1435, 0.34
1436, 0.50
1437, 0.44
1438, 0.21
1439, 0.13
1440, 0.41
1441, 0.36
1442, 0.24
1443, 0.26
1444, 0.21
1445, 0.23
1446, 0.42
1447, 0.10
1448, 0.68
1449, 0.23
1450, 0.05
1451, 0.19
1452, 0.27
1453, 0.23
1454, 0.20
1455, 0.05
1456, 0.01
1457, 0.76
1458, 0.61
1459, 0.45
1460, 0.28
1461, 0.50
1462, 0.37
1463, 0.17
1464, 0.72
1465, 0.71
1466, 0.02
1467, 0.11
1468, 0.89
1469, 0.28
1470, 0.25
1471, 0.47
1472, 0.88
1473, 0.43
1474, 0.08
1475, 0.64
1476, 0.22
1477, 0.31
1478, 0.30
1479, 0.38
1480, 0.57
1481, 0.33
1482, 0.35
1483, 0.14
1484, 0.52
1485, 0.06
1486, 0.10
1487, 0.12
1488, 0.45
1489, 0.16
1490, 0.05
1491, 0.81
1492, 0.51
1493, 0.16
1494, 0.60
1495, 0.90
1496, 0.67
1497, 0.12
1498, 0.16
1499, 0.21
1500, 0.83
1501, 0.16
1502, 0.42
1503, 0.94
1504, 0.36
1505, 0.26
1506, 0.05
1507, 0.40
1508, 0.10
1509, 0.54
1510, 0.28
1511, 0.10
1512, 0.18
1513, 0.24
1514, 0.26
1515, 0.04
1516, 0.30
1517, 0.31
1518, 0.40
1519, 0.20
1520, 0.08
1521, 0.28
1522, 0.05
1523, 0.11
1524, 0.31
1525, 0.38
1526, 0.36
1527, 0.30
1528, 0.25
1529, 0.74
1530, 0.55
1531, 0.45
1532, 0.32
1533, 0.03
1534, 0.17
1535, 0.31
1536, 0.03
1537, 0.60
1538, 0.69
1539, 0.46
1540, 0.43
1541, 0.43
1542, 0.21
1543, 0.21
1544, 0.22
1545, 0.46
1546, 0.14
1547, 0.31
1548, 0.13
1549, 0.83
1550, 0.42
1551, 0.68
1552, 0.15
1553, 0.20
1554, 0.17
1555, 0.66
1556, 0.01
1557, 0.40
1558, 0.89
1559, 0.34
1560, 0.13
1561, 0.21
1562, 0.70
1563, 0.20
1564, 0.24
1565, 0.81
1566, 0.07
1567, 0.25
1568, 0.67
1569, 0.08
1570, 0.09
1571, 0.03
1572, 0.44
1573, 0.24
1574, 0.27
1575, 0.07
1576, 0.35
1577, 0.32
1578, 0.09
1579, 0.58
1580, 0.26
1581, 0.11
1582, 0.27
1583, 0.95
1584, 0.42
1585, 0.87
1586, 0.21
1587, 0.30
1588, 0.95
1589, 0.45
1590, 0.53
1591, 0.06
1592, 0.27
1593, 0.22
1594, 0.57
1595, 0.28
1596, 0.27
1597, 0.84
1598, 0.16
1599, 0.15
1600, 0.91
1601, 0.92
1602, 0.41
1603, 0.22
1604, 0.15
1605, 0.16
1606, 0.46
1607, 0.09
1608, 0.09
1609, 0.08
1610, 0.32
1611, 0.27
1612, 0.27
1613, 0.16
1614, 0.07
1615, 0.23
1616, 0.34
1617, 0.60
1618, 0.13
1619, 0.87
1620, 0.32
1621, 0.94
1622, 0.53
1623, 0.13
1624, 0.32
1625, 0.19
1626, 0.23
1627, 0.31
1628, 0.06
1629, 0.28
1630, 0.63
1631, 0.44
1632, 0.90
1633, 0.68
1634, 0.06
1635, 0.69
1636, 0.08
1637, 0.28
1638, 0.29
1639, 0.15
1640, 0.20
1641, 0.12
1642, 0.28
1643, 0.40
1644, 0.66
1645, 0.20
1646, 0.82
1647, 0.79
1648, 0.48
1649, 0.43
1650, 0.17
1651, 0.58
1652, 0.35
1653, 0.05
1654, 0.64
1655, 0.15
1656, 0.36
1657, 0.08
1658, 0.34
1659, 0.07
1660, 0.37
1661, 0.35
1662, 0.22
1663, 0.04
1664, 0.56
1665, 0.23
1666, 0.21
1667, 0.06
1668, 0.71
1669, 0.48
1670, 0.83
1671, 0.19
1672, 0.31
1673, 0.20
1674, 0.30
1675, 0.76
1676, 0.77
1677, 0.05
1678, 0.17
1679, 0.21
1680, 0.73
1681, 0.43
1682, 0.61
1683, 0.39
1684, 0.25
1685, 0.26
1686, 0.90
1687, 0.02
1688, 0.14
1689, 0.22
1690, 0.08
1691, 0.09
1692, 0.85
1693, 0.40
1694, 0.88
1695, 0.39
1696, 0.28
1697, 0.26
1698, 0.53
1699, 0.20
1700, 0.31
1701, 0.29
1702, 0.33
1703, 0.20
1704, 0.92
1705, 0.75
1706, 0.59
1707, 0.09
1708, 0.29
1709, 0.14
1710, 0.43
1711, 0.13
1712, 0.10
1713, 0.43
1714, 0.61
1715, 0.50
1716, 0.65
1717, 0.59
1718, 0.19
1719, 0.24
1720, 0.50
1721, 0.49
1722, 0.08
1723, 0.16
1724, 0.44
1725, 0.23
1726, 0.89
1727, 0.21
1728, 0.63
1729, 0.23
1730, 0.15
1731, 0.02
1732, 0.22
1733, 0.42
1734, 0.09
1735, 0.29
1736, 0.16
1737, 0.18
1738, 0.17
1739, 0.25
1740, 0.11
1741, 0.40
1742, 0.33
1743, 0.47
1744, 0.15
1745, 0.06
1746, 0.55
1747, 0.73
1748, 0.67
1749, 0.34
1750, 0.12
1751, 0.39
1752, 0.11
1753, 0.49
1754, 0.07
1755, 0.14
1756, 0.50
1757, 0.42
1758, 0.11
1759, 0.24
1760, 0.41
1761, 0.17
1762, 0.27
1763, 0.33
1764, 0.27
1765, 0.58
1766, 0.26
1767, 0.51
1768, 0.30
1769, 0.63
1770, 0.37
1771, 0.19
1772, 0.07
1773, 0.60
1774, 0.59
1775, 0.38
1776, 0.67
1777, 0.23
1778, 0.21
1779, 0.67
1780, 0.20
1781, 0.56
1782, 0.70
1783, 0.10
1784, 0.34
1785, 0.13
1786, 0.19
1787, 0.14
1788, 0.77
1789, 0.12
1790, 0.14
1791, 0.43
1792, 0.64
1793, 0.34
1794, 0.14
1795, 0.28
1796, 0.13
1797, 0.46
1798, 0.33
1799, 0.58
1800, 0.04
1801, 0.68
1802, 0.39
1803, 0.03
1804, 0.43
1805, 0.39
1806, 0.42
1807, 0.41
1808, 0.20
1809, 0.25
1810, 0.30
1811, 0.28
1812, 0.35
1813, 0.27
1814, 0.84
1815, 0.24
1816, 0.16
1817, 0.86
1818, 0.22
1819, 0.34
1820, 0.18
1821, 0.21
1822, 0.71
1823, 0.46
1824, 0.05
1825, 0.43
1826, 0.03
1827, 0.41
1828, 0.79
1829, 0.89
1830, 0.24
1831, 0.07
1832, 0.11
1833, 0.50
1834, 0.23
1835, 0.27
1836, 0.63
1837, 0.09
1838, 0.77
1839, 0.79
1840, 0.58
1841, 0.15
1842, 0.61
1843, 0.22
1844, 0.81
1845, 0.76
1846, 0.21
1847, 0.33
1848, 0.29
1849, 0.46
1850, 0.03
1851, 0.21
1852, 0.73
1853, 0.02
1854, 0.30
1855, 0.87
1856, 0.31
1857, 0.40
1858, 0.23
1859, 0.70
1860, 0.17
1861, 0.18
1862, 0.13
1863, 0.29
1864, 0.14
1865, 0.04
1866, 0.38
1867, 0.12
1868, 0.41
1869, 0.87
1870, 0.16
1871, 0.27
1872, 0.26
